task_id,task_name,arrival_time,execution_time,deadline,priority,cpu_req,memory_req,storage_req,data_transfer_size,task_type,dependencies,sla_critical
T8731,Task_8731,23,10,91,4,2,1734,733,271,data-intensive,"T2677,T5616",False
T8732,Task_8732,23,4,89,4,1,330,136,29,IO-bound,T3356,False
T8733,Task_8733,22,10,57,5,2,1868,513,151,IO-bound,T1008,False
T8734,Task_8734,42,10,28,1,3,1556,472,492,data-intensive,"T102,T1842",False
T8735,Task_8735,18,1,79,1,2,1895,982,464,IO-bound,"T8387,T2762",True
T8736,Task_8736,45,9,62,3,2,264,742,91,data-intensive,,True
T8737,Task_8737,47,1,85,5,3,1684,488,184,IO-bound,T7191,True
T8738,Task_8738,47,9,60,2,1,699,557,92,IO-bound,"T6228,T7413",False
T8739,Task_8739,23,1,61,3,3,918,382,237,IO-bound,T988,False
T8740,Task_8740,36,9,60,1,2,953,254,45,data-intensive,"T2324,T5306",True
T8741,Task_8741,10,8,85,5,2,314,172,30,IO-bound,,False
T8742,Task_8742,31,5,38,2,2,410,327,425,IO-bound,"T2879,T5636",True
T8743,Task_8743,13,4,63,5,3,1192,211,192,computation,,True
T8744,Task_8744,38,10,56,1,1,280,714,476,computation,,False
T8745,Task_8745,36,6,64,2,3,760,668,132,IO-bound,T3235,False
T8746,Task_8746,29,7,82,5,2,758,679,478,data-intensive,"T7470,T7891",False
T8747,Task_8747,16,7,85,3,1,303,475,433,computation,T3132,False
T8748,Task_8748,39,3,53,3,1,1331,125,9,computation,T3148,True
T8749,Task_8749,3,4,20,5,3,462,894,154,IO-bound,,False
T8750,Task_8750,40,3,51,2,3,1657,766,498,IO-bound,"T5548,T3917",True
T8751,Task_8751,19,4,26,1,1,616,436,402,IO-bound,"T3344,T6714",True
T8752,Task_8752,9,5,55,2,4,1533,565,229,data-intensive,T8429,True
T8753,Task_8753,22,9,89,5,1,1286,337,249,IO-bound,,False
T8754,Task_8754,28,9,86,2,3,1481,561,7,computation,T7154,True
T8755,Task_8755,22,9,26,2,1,828,338,218,data-intensive,,True
T8756,Task_8756,22,6,93,4,3,540,297,296,data-intensive,T6783,False
T8757,Task_8757,38,7,78,2,4,331,743,117,IO-bound,"T5782,T7644",True
T8758,Task_8758,0,3,28,2,3,598,809,238,IO-bound,T107,True
T8759,Task_8759,49,9,65,5,1,892,969,127,computation,T3446,False
T8760,Task_8760,50,10,20,4,2,1032,675,185,IO-bound,"T7877,T2894",True
T8761,Task_8761,15,3,94,5,3,621,587,252,data-intensive,"T8512,T2100",True
T8762,Task_8762,44,9,47,5,3,1499,126,34,computation,T5454,True
T8763,Task_8763,36,9,62,5,4,1865,837,318,computation,"T2914,T5526",False
T8764,Task_8764,50,5,100,2,1,591,114,118,data-intensive,,True
T8765,Task_8765,19,6,88,5,2,1279,138,218,IO-bound,,True
T8766,Task_8766,47,10,78,4,2,424,684,83,data-intensive,"T7313,T249",False
T8767,Task_8767,50,10,36,3,4,424,736,108,data-intensive,"T5152,T4256",False
T8768,Task_8768,19,1,21,4,1,1743,370,450,IO-bound,"T3249,T3281",True
T8769,Task_8769,2,7,64,2,2,1343,928,432,data-intensive,"T907,T4790",True
T8770,Task_8770,13,1,38,2,2,1488,144,131,IO-bound,T1245,False
T8771,Task_8771,24,7,93,5,1,799,333,371,data-intensive,,True
T8772,Task_8772,49,9,82,4,4,653,601,199,data-intensive,T3836,False
T8773,Task_8773,40,1,34,1,4,1373,779,340,data-intensive,"T1021,T2402",False
T8774,Task_8774,32,6,22,4,4,1175,111,181,computation,"T7170,T4493",False
T8775,Task_8775,8,10,45,2,1,622,252,58,IO-bound,T4753,False
T8776,Task_8776,41,10,67,1,2,1706,687,91,data-intensive,"T1300,T3910",False
T8777,Task_8777,7,2,72,4,3,798,229,433,data-intensive,,True
T8778,Task_8778,11,1,48,1,3,2025,229,289,computation,,False
T8779,Task_8779,44,10,24,3,4,1983,571,86,IO-bound,T4789,True
T8780,Task_8780,34,3,32,3,1,1497,775,42,computation,,False
T8781,Task_8781,4,10,65,1,2,544,721,180,computation,T5185,True
T8782,Task_8782,43,8,35,4,3,999,171,360,IO-bound,"T3728,T3041",False
T8783,Task_8783,28,2,91,5,3,849,668,29,IO-bound,T368,False
T8784,Task_8784,13,6,33,3,3,1261,355,415,computation,"T4405,T5111",True
T8785,Task_8785,42,2,33,5,2,1873,954,192,computation,T1601,False
T8786,Task_8786,50,5,77,4,4,1199,317,493,IO-bound,,True
T8787,Task_8787,28,6,74,4,4,1492,766,360,IO-bound,"T824,T8596",False
T8788,Task_8788,35,3,24,2,4,673,495,149,data-intensive,T3771,True
T8789,Task_8789,22,1,65,2,3,339,363,444,IO-bound,"T5565,T7237",False
T8790,Task_8790,50,10,97,1,1,743,601,149,IO-bound,"T3347,T7395",True
T8791,Task_8791,49,3,38,3,3,836,204,19,data-intensive,"T5355,T995",True
T8792,Task_8792,42,2,74,3,4,1434,129,500,data-intensive,T4504,False
T8793,Task_8793,31,8,69,1,1,604,188,381,IO-bound,T6705,True
T8794,Task_8794,22,8,40,4,1,475,680,77,data-intensive,"T4475,T5062",True
T8795,Task_8795,18,3,70,1,4,1885,419,476,data-intensive,T904,True
T8796,Task_8796,4,10,44,3,1,1759,572,347,computation,"T8100,T8360",True
T8797,Task_8797,44,2,36,2,4,284,797,272,computation,"T1095,T6732",True
T8798,Task_8798,0,6,51,5,2,1321,550,103,IO-bound,T6215,False
T8799,Task_8799,15,6,86,3,1,1996,691,104,IO-bound,,False
T8800,Task_8800,26,10,72,2,1,1252,835,296,data-intensive,"T934,T3642",False
T8801,Task_8801,20,2,44,5,4,1023,394,241,IO-bound,T7931,True
T8802,Task_8802,48,4,20,1,4,993,278,352,computation,T2856,False
T8803,Task_8803,39,7,66,3,3,1738,732,293,computation,"T7594,T2637",True
T8804,Task_8804,11,7,51,1,1,1979,545,426,computation,,False
T8805,Task_8805,9,4,84,5,3,1337,739,86,IO-bound,"T3474,T1024",False
T8806,Task_8806,9,3,74,2,1,997,221,8,data-intensive,T3731,False
T8807,Task_8807,20,7,22,4,1,376,632,17,data-intensive,"T923,T8778",True
T8808,Task_8808,17,6,96,1,4,744,183,109,IO-bound,"T795,T522",False
T8809,Task_8809,49,4,88,2,4,1753,440,98,computation,,True
T8810,Task_8810,23,5,87,5,1,1441,428,155,data-intensive,,True
T8811,Task_8811,5,10,90,2,3,1483,639,169,computation,T8400,True
T8812,Task_8812,12,9,32,2,4,1204,422,312,IO-bound,T2902,False
T8813,Task_8813,27,10,68,3,2,1997,822,40,computation,T3544,True
T8814,Task_8814,44,2,57,4,4,1211,436,407,data-intensive,,True
T8815,Task_8815,50,9,48,4,2,698,455,57,computation,,False
T8816,Task_8816,20,10,55,4,2,1810,513,365,IO-bound,"T8440,T3372",True
T8817,Task_8817,26,1,97,3,4,458,659,405,IO-bound,"T4003,T2376",False
T8818,Task_8818,49,9,80,1,2,375,991,185,IO-bound,,False
T8819,Task_8819,26,8,68,4,2,926,963,446,computation,"T5636,T3562",False
T8820,Task_8820,23,2,66,1,3,1330,397,333,computation,T4053,False
T8821,Task_8821,16,7,57,5,3,852,260,354,computation,,False
T8822,Task_8822,23,1,84,4,3,310,795,192,data-intensive,T2365,False
T8823,Task_8823,44,3,89,4,3,935,782,214,IO-bound,,True
T8824,Task_8824,39,7,46,4,1,1081,480,87,IO-bound,,False
T8825,Task_8825,45,9,83,3,3,1125,151,423,computation,,False
T8826,Task_8826,1,1,57,2,3,1565,753,231,data-intensive,,True
T8827,Task_8827,37,10,46,5,1,1396,504,370,data-intensive,T6677,True
T8828,Task_8828,21,7,89,2,2,1036,458,228,IO-bound,"T7041,T2851",True
T8829,Task_8829,6,4,42,1,4,968,473,434,IO-bound,T7018,True
T8830,Task_8830,19,3,42,5,3,444,502,6,computation,T6090,False
T8831,Task_8831,1,9,55,5,4,431,841,463,computation,T5885,True
T8832,Task_8832,22,1,46,4,3,377,944,356,IO-bound,"T3716,T991",True
T8833,Task_8833,28,4,48,3,2,1713,390,281,computation,,False
T8834,Task_8834,35,5,29,2,1,900,463,371,computation,,True
T8835,Task_8835,35,7,72,2,1,1529,897,83,IO-bound,"T5520,T5062",False
T8836,Task_8836,12,7,30,4,3,1377,488,431,computation,T1715,False
T8837,Task_8837,48,10,90,3,1,1337,335,190,IO-bound,,False
T8838,Task_8838,46,2,63,2,2,354,105,289,data-intensive,,True
T8839,Task_8839,44,4,65,5,4,979,444,261,IO-bound,T8178,True
T8840,Task_8840,33,1,75,2,2,1671,885,308,data-intensive,"T8829,T5538",False
T8841,Task_8841,10,5,90,3,1,1669,543,21,IO-bound,"T7260,T5997",False
T8842,Task_8842,2,10,35,3,1,1518,522,408,IO-bound,,False
T8843,Task_8843,41,1,93,3,3,1390,554,489,IO-bound,,True
T8844,Task_8844,39,3,80,2,1,1791,463,246,IO-bound,"T5547,T4723",True
T8845,Task_8845,31,6,28,5,2,1681,947,381,computation,"T4767,T2639",True
T8846,Task_8846,35,7,66,3,1,589,613,336,IO-bound,"T4147,T1349",True
T8847,Task_8847,45,5,57,1,2,1759,582,90,data-intensive,,False
T8848,Task_8848,12,9,97,3,2,358,553,29,IO-bound,,False
T8849,Task_8849,26,1,26,1,2,700,958,252,IO-bound,T8357,True
T8850,Task_8850,30,6,57,2,3,411,962,203,data-intensive,"T4705,T6316",True
T8851,Task_8851,12,2,29,2,4,356,979,42,IO-bound,T1753,True
T8852,Task_8852,34,6,46,3,1,1560,633,378,computation,"T7402,T4323",False
T8853,Task_8853,19,5,33,3,4,1376,927,95,data-intensive,"T6040,T2609",False
T8854,Task_8854,11,4,66,2,2,411,588,421,IO-bound,,False
T8855,Task_8855,18,6,71,1,4,1168,859,391,computation,T3785,False
T8856,Task_8856,50,8,84,5,1,1622,282,42,data-intensive,T8713,False
T8857,Task_8857,8,8,41,5,1,1850,358,471,data-intensive,T400,False
T8858,Task_8858,1,10,67,4,1,578,662,422,IO-bound,,False
T8859,Task_8859,44,9,100,1,1,1061,199,437,IO-bound,"T4321,T6363",False
T8860,Task_8860,22,10,91,1,4,1367,294,449,data-intensive,T8013,False
T8861,Task_8861,43,6,28,1,2,1083,791,229,IO-bound,,True
T8862,Task_8862,23,5,91,4,2,1777,539,473,IO-bound,"T8406,T470",False
T8863,Task_8863,19,9,69,2,3,2015,480,366,data-intensive,T5532,False
T8864,Task_8864,39,2,84,5,4,888,250,376,IO-bound,"T2947,T8282",True
T8865,Task_8865,32,10,99,4,4,875,206,318,data-intensive,,True
T8866,Task_8866,48,7,44,5,1,420,833,232,data-intensive,,False
T8867,Task_8867,5,8,43,2,3,1910,677,184,computation,T3764,False
T8868,Task_8868,31,8,50,2,4,1919,590,498,data-intensive,T8734,False
T8869,Task_8869,31,9,90,4,2,293,689,73,IO-bound,"T3769,T6445",True
T8870,Task_8870,1,8,80,5,4,483,351,114,IO-bound,,False
T8871,Task_8871,50,9,96,1,1,676,106,433,IO-bound,,True
T8872,Task_8872,8,10,50,3,1,603,244,277,data-intensive,T8179,False
T8873,Task_8873,30,10,61,5,1,1873,569,358,computation,,False
T8874,Task_8874,41,3,47,1,4,1841,591,342,IO-bound,,False
T8875,Task_8875,5,4,74,5,2,448,301,295,computation,T5248,True
T8876,Task_8876,12,1,92,2,2,445,935,306,IO-bound,"T1275,T6161",False
T8877,Task_8877,22,5,96,2,1,590,613,317,computation,,True
T8878,Task_8878,41,8,98,3,1,1374,662,238,computation,"T805,T3455",False
T8879,Task_8879,19,6,91,1,4,1615,451,415,data-intensive,,False
T8880,Task_8880,27,9,74,4,1,288,619,23,IO-bound,T8272,True
T8881,Task_8881,17,3,93,2,4,905,850,400,IO-bound,T2368,True
T8882,Task_8882,17,7,33,2,4,1393,466,498,IO-bound,,False
T8883,Task_8883,0,2,36,4,1,1817,643,219,IO-bound,,False
T8884,Task_8884,39,10,60,3,3,1755,891,65,data-intensive,,True
T8885,Task_8885,44,5,29,5,2,1215,447,458,IO-bound,,False
T8886,Task_8886,16,5,45,5,3,632,641,412,computation,T5270,True
T8887,Task_8887,15,7,72,5,3,1768,428,432,IO-bound,,False
T8888,Task_8888,39,6,54,4,3,1470,104,432,computation,,False
T8889,Task_8889,27,8,74,4,1,373,471,321,data-intensive,T712,True
T8890,Task_8890,37,1,59,4,1,541,666,401,data-intensive,,True
T8891,Task_8891,46,5,79,4,3,480,400,302,computation,,False
T8892,Task_8892,45,1,95,2,2,873,676,67,data-intensive,T6322,True
T8893,Task_8893,4,1,81,5,2,899,191,424,IO-bound,,True
T8894,Task_8894,23,1,25,5,4,646,377,80,computation,,True
T8895,Task_8895,33,4,89,1,4,1392,219,421,data-intensive,T4929,True
T8896,Task_8896,22,6,33,1,2,891,253,92,computation,T6783,False
T8897,Task_8897,30,5,97,4,1,636,406,116,computation,,False
T8898,Task_8898,45,8,44,5,2,1316,582,35,data-intensive,T2464,False
T8899,Task_8899,30,3,82,2,4,527,909,34,computation,T4520,False
T8900,Task_8900,4,9,20,2,1,485,169,257,computation,"T674,T1696",True
T8901,Task_8901,0,9,84,1,1,958,876,252,IO-bound,T1124,True
T8902,Task_8902,32,10,77,5,4,705,895,113,data-intensive,"T7045,T5842",True
T8903,Task_8903,0,4,69,4,1,1743,578,269,data-intensive,,True
T8904,Task_8904,8,2,75,4,4,1766,895,362,data-intensive,T2539,True
T8905,Task_8905,15,3,77,5,3,437,379,429,data-intensive,T2686,False
T8906,Task_8906,8,2,88,5,3,773,316,285,IO-bound,T5330,False
T8907,Task_8907,4,5,38,1,1,1930,925,83,data-intensive,,True
T8908,Task_8908,28,3,34,3,2,1985,591,272,data-intensive,T7871,False
T8909,Task_8909,28,6,49,4,2,362,861,93,computation,"T8201,T8405",False
T8910,Task_8910,35,9,49,2,1,730,792,248,IO-bound,T2904,True
T8911,Task_8911,21,9,75,2,2,593,711,22,IO-bound,,True
T8912,Task_8912,30,6,99,5,1,647,811,386,IO-bound,,False
T8913,Task_8913,43,5,22,4,2,1207,550,23,data-intensive,"T8303,T1981",False
T8914,Task_8914,42,3,72,5,1,972,700,475,IO-bound,"T1823,T3439",True
T8915,Task_8915,27,2,97,5,3,1916,618,462,computation,,True
T8916,Task_8916,19,6,51,1,3,538,933,441,data-intensive,T49,False
T8917,Task_8917,26,8,49,1,4,1623,423,417,data-intensive,T2251,False
T8918,Task_8918,37,5,40,3,3,1857,560,215,data-intensive,"T4185,T8357",False
T8919,Task_8919,37,1,94,1,4,535,939,395,data-intensive,,True
T8920,Task_8920,24,1,65,2,3,324,981,437,data-intensive,,True
T8921,Task_8921,4,3,53,2,4,409,621,356,data-intensive,,True
T8922,Task_8922,34,7,40,4,2,959,210,331,IO-bound,T8415,False
T8923,Task_8923,42,9,58,1,4,267,132,369,computation,"T7189,T7960",False
T8924,Task_8924,33,5,91,3,4,1766,129,393,IO-bound,,False
T8925,Task_8925,7,8,53,3,4,972,227,223,computation,,True
T8926,Task_8926,27,8,62,4,2,1850,783,66,IO-bound,"T4343,T8414",False
T8927,Task_8927,49,3,92,4,2,1846,364,197,IO-bound,T1480,True
T8928,Task_8928,29,4,36,1,1,1299,442,97,computation,"T8037,T8759",True
T8929,Task_8929,49,6,92,4,3,1346,118,248,IO-bound,"T8739,T5139",True
T8930,Task_8930,25,1,63,2,2,1767,140,140,data-intensive,"T2298,T4190",True
T8931,Task_8931,26,4,83,1,2,1521,939,498,data-intensive,"T1735,T2854",True
T8932,Task_8932,27,6,74,4,1,2033,306,137,computation,"T8883,T159",False
T8933,Task_8933,50,6,91,4,1,1757,887,209,data-intensive,,False
T8934,Task_8934,40,5,77,1,2,1566,992,326,computation,,False
T8935,Task_8935,40,7,25,1,3,1068,378,305,IO-bound,"T6227,T4460",False
T8936,Task_8936,6,4,39,3,4,335,542,89,data-intensive,T2626,False
T8937,Task_8937,6,5,29,2,4,813,734,464,data-intensive,T5221,True
T8938,Task_8938,33,4,88,5,1,1939,229,170,computation,T5077,False
T8939,Task_8939,11,7,34,1,4,945,906,367,computation,,True
T8940,Task_8940,24,6,32,3,1,1014,803,354,IO-bound,,False
T8941,Task_8941,34,7,51,4,1,1140,679,480,computation,T5021,False
T8942,Task_8942,10,9,51,3,1,1605,749,382,data-intensive,"T8847,T1366",False
T8943,Task_8943,15,2,45,2,2,902,980,290,data-intensive,,False
T8944,Task_8944,7,2,25,4,2,334,212,214,computation,,True
T8945,Task_8945,18,4,27,5,3,1020,730,357,data-intensive,T5707,False
T8946,Task_8946,42,2,33,1,4,259,751,199,data-intensive,"T3696,T2195",False
T8947,Task_8947,30,1,20,1,2,1062,258,350,computation,,False
T8948,Task_8948,18,7,27,5,1,1562,183,59,data-intensive,,True
T8949,Task_8949,31,3,35,2,1,1177,766,47,computation,,True
T8950,Task_8950,23,10,39,2,1,303,428,424,computation,,True
T8951,Task_8951,45,2,97,4,4,618,739,60,IO-bound,T3147,False
T8952,Task_8952,18,9,69,4,2,1132,209,41,IO-bound,,True
T8953,Task_8953,16,7,76,3,4,628,484,111,IO-bound,T8356,False
T8954,Task_8954,11,8,25,2,4,1443,720,9,computation,"T8783,T7140",False
T8955,Task_8955,19,5,40,1,2,1089,582,260,data-intensive,,True
T8956,Task_8956,36,1,25,4,1,1858,650,331,data-intensive,,False
T8957,Task_8957,22,2,45,5,3,1060,328,194,computation,,True
T8958,Task_8958,35,10,51,4,2,527,195,280,computation,,True
T8959,Task_8959,39,4,20,4,3,837,604,284,data-intensive,T2891,True
T8960,Task_8960,40,7,32,1,3,1326,989,106,computation,"T1163,T7457",False
T8961,Task_8961,37,9,74,2,4,1195,555,313,data-intensive,T7638,True
T8962,Task_8962,27,10,98,2,1,490,206,177,data-intensive,"T1693,T7190",True
T8963,Task_8963,45,7,35,5,1,270,594,306,IO-bound,T8022,True
T8964,Task_8964,36,3,66,4,2,1440,288,309,computation,T4568,False
T8965,Task_8965,13,7,27,4,1,341,598,367,computation,T851,True
T8966,Task_8966,37,5,29,4,2,1948,649,295,IO-bound,,True
T8967,Task_8967,44,2,79,4,1,1461,576,92,computation,"T697,T1876",False
T8968,Task_8968,1,10,29,3,1,1566,903,172,computation,,True
T8969,Task_8969,27,3,92,3,3,895,167,339,IO-bound,T4528,True
T8970,Task_8970,12,7,87,2,4,398,272,53,data-intensive,,False
T8971,Task_8971,35,8,57,4,3,1496,531,367,IO-bound,"T631,T1890",False
T8972,Task_8972,43,7,53,5,3,845,789,340,data-intensive,"T5711,T2914",True
T8973,Task_8973,12,9,63,3,2,1886,793,102,computation,"T1753,T3255",True
T8974,Task_8974,37,7,20,3,3,810,845,361,IO-bound,,False
T8975,Task_8975,10,10,96,3,1,850,462,258,IO-bound,"T1576,T8336",True
T8976,Task_8976,37,4,99,1,3,1539,728,416,data-intensive,T344,False
T8977,Task_8977,8,4,74,5,4,422,169,359,data-intensive,"T437,T1051",True
T8978,Task_8978,37,5,69,3,3,1321,511,294,data-intensive,"T7142,T8770",True
T8979,Task_8979,20,9,43,1,1,1420,368,219,data-intensive,"T5708,T824",True
T8980,Task_8980,9,7,90,3,4,471,781,123,data-intensive,"T3572,T7095",True
T8981,Task_8981,30,2,62,3,3,985,303,87,computation,T1804,True
T8982,Task_8982,34,7,68,4,4,372,730,382,data-intensive,"T8430,T8624",False
T8983,Task_8983,31,2,66,4,3,475,226,492,data-intensive,,True
T8984,Task_8984,17,4,84,2,2,2008,321,459,data-intensive,T4495,True
T8985,Task_8985,43,5,84,4,4,708,509,93,data-intensive,T4411,False
T8986,Task_8986,27,10,81,1,3,1709,338,327,data-intensive,T82,False
T8987,Task_8987,22,10,94,5,1,1223,555,313,IO-bound,"T6977,T1968",False
T8988,Task_8988,22,10,72,5,3,810,801,357,computation,"T3010,T255",False
T8989,Task_8989,47,10,90,1,1,1592,966,494,computation,T4588,False
T8990,Task_8990,43,1,20,5,1,1255,523,109,IO-bound,T4228,True
T8991,Task_8991,1,2,92,2,2,668,904,344,data-intensive,"T8015,T255",True
T8992,Task_8992,14,6,99,5,4,1740,655,298,data-intensive,,True
T8993,Task_8993,12,1,96,1,1,1150,365,280,data-intensive,"T6530,T4178",True
T8994,Task_8994,24,3,84,3,1,1636,382,142,IO-bound,,False
T8995,Task_8995,21,3,38,1,3,612,753,71,IO-bound,"T5795,T2588",False
T8996,Task_8996,48,4,41,5,3,894,728,196,computation,"T3521,T792",True
T8997,Task_8997,42,1,93,3,2,1475,726,52,data-intensive,,True
T8998,Task_8998,6,1,85,4,3,354,372,455,computation,T4550,False
T8999,Task_8999,47,7,65,5,1,1150,646,77,computation,,True
T9000,Task_9000,25,4,30,2,3,1585,326,224,data-intensive,"T2983,T978",True
T9001,Task_9001,30,6,35,2,2,716,270,225,data-intensive,,False
T9002,Task_9002,50,5,66,3,1,529,830,7,IO-bound,T6451,False
T9003,Task_9003,16,1,21,2,3,886,865,498,computation,,True
T9004,Task_9004,29,2,43,5,2,832,499,67,computation,,False
T9005,Task_9005,33,2,65,2,2,810,733,423,data-intensive,"T688,T5008",False
T9006,Task_9006,29,5,33,4,4,1243,107,211,IO-bound,,True
T9007,Task_9007,36,4,90,3,1,2044,539,203,IO-bound,T5556,True
T9008,Task_9008,47,1,58,2,2,1622,674,83,IO-bound,T5652,False
T9009,Task_9009,38,7,84,1,2,343,527,478,computation,"T5020,T23",False
T9010,Task_9010,9,8,62,1,2,845,972,408,data-intensive,T3623,True
T9011,Task_9011,45,2,45,2,2,1940,845,298,data-intensive,"T2913,T8847",False
T9012,Task_9012,46,5,81,5,3,1149,812,224,IO-bound,,False
T9013,Task_9013,36,4,93,2,3,636,541,107,IO-bound,"T5847,T3873",False
T9014,Task_9014,16,8,34,1,3,1511,686,467,computation,,True
T9015,Task_9015,28,1,63,5,4,1797,199,339,computation,,True
T9016,Task_9016,37,4,27,3,4,803,882,224,data-intensive,T2248,False
T9017,Task_9017,22,9,80,3,2,1947,185,342,IO-bound,"T7072,T3792",False
T9018,Task_9018,27,4,81,4,3,518,608,220,computation,T8797,True
T9019,Task_9019,12,1,33,3,3,1743,464,16,IO-bound,"T3821,T7183",True
T9020,Task_9020,14,9,54,4,4,1867,494,370,data-intensive,T8595,False
T9021,Task_9021,25,8,89,3,4,1594,770,464,IO-bound,,True
T9022,Task_9022,16,8,91,1,3,1866,408,184,computation,,True
T9023,Task_9023,40,3,90,1,1,1928,214,385,computation,T6615,True
T9024,Task_9024,3,2,26,1,2,766,894,285,IO-bound,T2385,True
T9025,Task_9025,23,5,52,1,4,343,238,92,computation,"T2062,T1500",True
T9026,Task_9026,11,5,69,3,4,1146,903,84,computation,"T2628,T6809",True
T9027,Task_9027,10,10,96,1,2,1771,273,304,IO-bound,T8758,True
T9028,Task_9028,48,7,80,2,1,1788,283,482,data-intensive,"T3092,T3192",True
T9029,Task_9029,37,3,75,2,2,598,1000,312,IO-bound,"T8468,T2963",True
T9030,Task_9030,16,8,26,1,2,303,718,474,IO-bound,T14,True
T9031,Task_9031,37,9,33,3,3,1368,921,308,computation,,False
T9032,Task_9032,37,4,38,3,1,1702,866,149,data-intensive,"T4751,T7793",True
T9033,Task_9033,13,5,85,5,1,1434,184,483,IO-bound,,False
T9034,Task_9034,8,2,68,3,2,462,675,16,data-intensive,,True
T9035,Task_9035,32,10,80,4,1,1647,116,246,computation,,False
T9036,Task_9036,35,8,30,1,1,736,536,239,computation,T2174,True
T9037,Task_9037,18,4,42,1,3,1709,643,125,data-intensive,,True
T9038,Task_9038,48,4,97,5,2,981,258,414,IO-bound,,True
T9039,Task_9039,43,9,99,5,1,2030,233,94,IO-bound,,False
T9040,Task_9040,50,7,97,3,4,926,933,68,IO-bound,T8033,True
T9041,Task_9041,49,10,64,1,3,1497,897,224,data-intensive,"T5907,T5354",False
T9042,Task_9042,17,2,72,5,2,1011,747,395,IO-bound,T3019,False
T9043,Task_9043,6,6,47,4,1,1244,448,445,data-intensive,,False
T9044,Task_9044,21,2,59,1,2,1385,109,443,IO-bound,"T6804,T8140",False
T9045,Task_9045,0,3,70,1,4,764,319,155,data-intensive,,False
T9046,Task_9046,4,2,63,2,1,429,977,48,IO-bound,,False
T9047,Task_9047,0,5,53,2,4,1673,376,471,data-intensive,"T5643,T8072",False
T9048,Task_9048,5,10,68,2,1,1800,829,344,IO-bound,,True
T9049,Task_9049,14,5,66,4,2,1736,256,193,IO-bound,T5692,True
T9050,Task_9050,47,3,81,4,2,614,261,168,data-intensive,"T5886,T7805",False
T9051,Task_9051,13,10,44,1,1,333,155,61,data-intensive,T2167,True
